transaction_id,sender_id,receiver_id,amount,timestamp
TXN_0366,ACC_191,ACC_185,425.08,2026-02-19T08:04:00
TXN_0197,ACC_163,ACC_136,377.57,2026-02-19T08:05:00
TXN_0077,ACC_183,ACC_158,55.55,2026-02-19T08:12:00
TXN_0054,ACC_179,ACC_133,51.44,2026-02-19T08:14:00
TXN_0444,ACC_197,ACC_195,169.81,2026-02-19T08:19:00
TXN_0233,ACC_195,ACC_130,228.18,2026-02-19T08:20:00
TXN_0266,ACC_166,ACC_154,330.26,2026-02-19T08:22:00
TXN_0447,ACC_145,ACC_158,363.08,2026-02-19T08:23:00
TXN_0045,ACC_176,ACC_137,422.66,2026-02-19T08:28:00
TXN_0436,ACC_193,ACC_160,346.21,2026-02-19T08:28:00
TXN_0008,ACC_121,ACC_132,462.59,2026-02-19T08:28:00
TXN_0065,ACC_181,ACC_184,176.63,2026-02-19T08:43:00
TXN_0097,ACC_137,ACC_157,488.11,2026-02-19T08:43:00
TXN_0412,ACC_157,ACC_191,344.79,2026-02-19T08:44:00
TXN_0028,ACC_113,ACC_101,303.4,2026-02-19T08:47:00
TXN_0396,ACC_174,ACC_198,396.31,2026-02-19T08:55:00
TXN_0113,ACC_181,ACC_107,473.47,2026-02-19T08:59:00
TXN_0263,ACC_120,ACC_135,156.49,2026-02-19T09:04:00
TXN_0391,ACC_153,ACC_170,205.71,2026-02-19T09:05:00
TXN_0022,ACC_175,ACC_103,437.33,2026-02-19T09:10:00
TXN_0442,ACC_108,ACC_190,232.39,2026-02-19T09:12:00
TXN_0280,ACC_180,ACC_106,166.63,2026-02-19T09:14:00
TXN_0099,ACC_155,ACC_183,113.16,2026-02-19T09:14:00
TXN_0253,ACC_178,ACC_132,134.4,2026-02-19T09:20:00
TXN_0452,ACC_113,ACC_120,362.8,2026-02-19T09:22:00
TXN_0367,ACC_145,ACC_152,43.58,2026-02-19T09:24:00
TXN_0115,ACC_137,ACC_154,468.87,2026-02-19T09:24:00
TXN_0092,ACC_159,ACC_151,101.97,2026-02-19T09:28:00
TXN_0062,ACC_177,ACC_140,483.84,2026-02-19T09:35:00
TXN_0148,ACC_120,ACC_176,407.5,2026-02-19T09:35:00
TXN_0481,FRAUD_A1,FRAUD_A2,9500.0,2026-02-19T09:40:00
TXN_0048,ACC_109,ACC_188,120.87,2026-02-19T09:40:00
TXN_0310,ACC_113,ACC_168,45.9,2026-02-19T09:43:00
TXN_0317,ACC_148,ACC_169,217.76,2026-02-19T09:43:00
TXN_0006,ACC_106,ACC_100,443.89,2026-02-19T09:43:00
TXN_0105,ACC_178,ACC_119,349.82,2026-02-19T09:45:00
